pedido_id,data_pedido,cliente_nome,cliente_email,produto_nome,produto_categoria,quantidade,preco_unitario,total_pago,status_pedido
1443,2023/09/03,Sr. Benjamin Cardoso,fernanda54@da.br,Ea 74Ah,suspencao,4,293.81,1175.24,entregué
1444,2023/09/04,Diogo Duarte,jda-rosa@da.br,Sequi 92mm,Lubrificantes,1,773.2,773.2,pendenti
1445,2024/05/09,Eduarda Dias,emillygomes@das.org,Fuga 89W50,motr,5,468.93,2344.65,em transporte
1446,2024/11/02,Dr. Marcos Vinicius Cardoso,alicia34@bol.com.br,Exercitationem 89mm,suspencao,2,921.52,1843.04,entregue
1447,2024/02/22,Isis Gonçalves,bryan58@hotmail.com,Atque 58Ah,freio,1,777.43,777.43,entregue
1448,2023/02/23,,igor23@hotmail.com,Commodi 60mm,Lubrificantes,4,784.9,3139.6,pendente
1449,2023/09/25,Luiz Otávio Almeida,lopesalicia@martins.org,Assumenda 12W50,Motor,2,125.72,251.44,cançelado
1450,2023/09/25,Danilo Costela,znunes,Praesentium 17Ah,eletrico,3,663.48,1990.44,cançelado
1451,2024/12/04,,novaespaulo@hotmail.com,Nesciunt 62Ah,Iluminação,2,745.73,1491.46,entregue
1452,2023/02/02,Sra. Evelyn Viana,hcardoso@rodrigues.br,Omnis 87mm,Elétrico,,391.71,,entregué
1453,2024/03/14,Erick Almeida,umoraes@bol.com.br,Numquam 24Ah,Iluminação,1,618.77,618.77,entregue
1454,2022/06/16,Alana Carvalho,marianada-mata@da.com,Accusamus 62Ah,suspencao,2,195.45,390.9,em transporte
1455,2024/04/25,Melissa Pires,amandasouza@ig.com.br,Expedita 46Ah,eletrico,1,752.97,752.97,cançelado
1456,2024/03/29,Daniela Duarte,rochaisis@aragao.com,Nam 27W50,Iluminação,5,379.63,1898.15,em transporte
1457,2024/03/28,Ana Luiza Moreira,franciscomartins@caldeira.com,Ab 92mm,Freio,4,278.31,1113.24,cançelado
1458,2024/06/07,Sra. Catarina Nogueira,kevinrocha@gmail.com,Repudiandae 79Ah,motr,1,743.75,743.75,entregué
1459,2023/12/21,Raquel Cavalcanti,heloisalima@yahoo.com.br,Iure 26mm,Iluminação,5,34.61,173.05,pendenti
1460,2023/05/05,Juan Azevedo,da-cruzana-julia@bol.com.br,Voluptatum 12Ah,motr,3,395.9,1187.7,entregue
1461,2023/09/13,Thomas Rocha,luizaalves@costela.br,Cumque 11W50,Suspensão,2,250.26,500.52,Em transporte
1462,2024/11/27,Sarah Gonçalves,davi-lucas27@uol.com.br,Est 90Ah,lubrificantes,4,534.15,2136.6,entregué
1463,2022/09/21,Dra. Ana Lívia Cardoso,barrosluana@jesus.br,Ipsa 63W50,Freio,4,462.45,1849.8,pendente
1464,2024/12/29,Lucca Duarte,blima@bol.com.br,Quaerat 22W50,Suspensão,3,782.72,2348.16,pendente
1465,2024/11/22,Manuela Monteiro,lopeslaura@yahoo.com.br,Aspernatur 91W50,suspencao,1,317.67,317.67,cançelado
1466,2024/02/09,Luiza Teixeira,tpereira@gmail.com,Cum 88Ah,Freio,3,247.86,743.58,entregué
1467,2024/05/02,Sr. Matheus Castro,matheus38@araujo.com,Minus 83W50,Lubrificantes,3,959.07,2877.21,pendente
1468,2024/08/18,Milena Sales,maria-vitorianogueira@ig.com.br,Laborum 88mm,Iluminação,um,389.18,,entregué
1469,2023/03/02,Sra. Sabrina da Cunha,qmoura@caldeira.org,Iusto 43W50,Motor,1,228.03,228.03,cançelado
1470,2023/09/29,Leonardo Cavalcanti,helenada-costa@pinto.net,Recusandae 72mm,lubrificantes,1,217.13,217.13,entregué
1471,2025/01/18,Sr. Renan Aragão,ana-clara25@ig.com.br,Quae 70mm,Suspensão,4,833.03,3332.12,pendenti
1472,2023/04/07,Sra. Luiza Lopes,maria-eduardarocha@freitas.net,Error 57W50,Freio,dois,692.64,,entregue
1473,2022/07/09,Heloísa Ramos,joanada-luz@costela.com,Voluptate 58mm,suspencao,2,508.16,1016.32,Em transporte
1474,2024/06/13,Letícia Moraes,anthonygoncalves,Quos 71Ah,Motor,tres,765.51,,pendente
1475,2023/06/10,Júlia Aragão,da-luzdavi-lucas@ramos.com,Aliquid 33Ah,lubrificantes,3,540.09,1620.27,Em transporte
1476,2024/02/20,Srta. Lavínia Farias,pduarte,Occaecati 64Ah,Iluminação,4,227.98,911.92,pendenti
1477,2025/03/07,Nathan da Rocha,mendesbruna@da.br,Vero 10W50,eletrico,4,434.45,1737.8,entregue
1478,2023/09/20,Emilly Castro,da-cruzjoao-gabriel@da.br,Quasi 92Ah,Iluminação,3,174.08,522.24,cancelado
1479,2023/04/21,Sr. Luiz Henrique Teixeira,maria-juliada-rocha@cunha.org,Nostrum 54Ah,freio,3,641.69,1925.07,entregué
1480,2022/05/10,Guilherme Farias,vieirayuri@nascimento.br,Excepturi 91Ah,Iluminação,4,179.63,718.52,pendente
1481,2023/07/19,Maria Eduarda Lopes,caua92@da.br,Saepe 90W50,motr,1,568.58,568.58,entregué
1482,2022/04/30,Davi Lucca da Paz,kalves@bol.com.br,Fugit 42mm,Iluminação,4,106.81,427.24,cancelado
1483,2023/11/02,Ana Laura Rocha,ribeirodavi@gmail.com,Consequatur 72Ah,freio,tres,980.63,,cancelado
1484,2023/12/01,Luiz Felipe Farias,gabriela77@ig.com.br,Optio 42W50,lubrificantes,5,347.9,1739.5,cançelado
1485,2024/03/16,Srta. Mariana Rodrigues,salestheo@bol.com.br,Excepturi 70Ah,freio,5,417.02,2085.1,cancelado
1486,2025/01/31,Rebeca Peixoto,silvaclara,Amet 58Ah,Lubrificantes,2,456.37,912.74,pendente
1487,2022/06/06,Cecília Araújo,theovieira@ramos.br,Optio 83W50,Iluminação,1,241.75,241.75,cancelado
1488,2025/01/18,Marina Duarte,brenomoura@yahoo.com.br,Nesciunt 85mm,Freio,5,791.91,3959.55,Em transporte
1489,2023/01/22,Kamilly Barros,amanda89@monteiro.br,Vero 19Ah,Elétrico,4,481.94,1927.76,entregué
1490,2022/05/12,Ana Beatriz Santos,mrocha@gmail.com,Suscipit 88W50,Elétrico,4,271.18,1084.72,Em transporte
1491,2025/03/03,Thomas Moraes,maria-alice96@araujo.br,Enim 28W50,iluminacao,2,247.69,495.38,cançelado
1492,2022/11/07,Ana Luiza Lopes,rochapedro-lucas@uol.com.br,Commodi 18W50,motr,4,383.03,1532.12,Em transporte
1493,2023/08/03,Júlia Alves,marina34@uol.com.br,Hic 71mm,Lubrificantes,1,191.45,191.45,em transporte
1494,2024/11/01,Gustavo Henrique Caldeira,rodrigobarbosa@vieira.br,Minus 32W50,Motor,1,325.56,325.56,entregue
1495,2022/05/10,Nicolas Gonçalves,ian22@gmail.com,Perspiciatis 35mm,suspencao,3,713.5,2140.5,pendente
1496,2023/04/21,Davi da Mata,evelyn32@vieira.org,Accusantium 30W50,Iluminação,3,476.9,1430.7,pendente
1497,2024/03/30,Natália Costela,falmeida@uol.com.br,Possimus 92mm,Freio,4,864.75,3459.0,cançelado
1498,2023/08/29,Sr. Benício Cardoso,heitor09@bol.com.br,Vitae 28W50,Freio,3,492.94,1478.82,pendenti
1499,2024/07/01,Lucca Aragão,juan13@moraes.com,Ipsum 68mm,motr,4,998.58,3994.32,cancelado
